150,"Transmission of genes and traits","Family relationships and pedigrees..Inheritance patterns, allele dominance..Chromosome dynamics."
150,"Origin of mutation/variation","Types of mutations and various causes of mutation..Allelic frequency, and the spread of alleles in a population."
150,"How to obtain and interpret personal genetic information","Personalized genetics: sample acquisition, DNA extraction and processing..Interpretation of results."
150,"Simple genetic traits","Molecular causes of monogenic traits..Loss-of-function vs. gain-of-function alleles, and dominance."
150,"Multifactorial traits","Polygenic traits,  qualitative and quantitative measures..Twin studies, relative risk, and genome-wide association studies (GWAS)."
150,"Pharmacogenetics: genes and drugs","Pharmacokinetics and pharmacodynamics..Alleles affecting drug metabolism..Personalized medicine."
151,"Introduction to Psychology","Practice versus research..Industrial and organizational psychology..Forensic psychology."
151,"Research Methods","Sex chores correlation and correlation coefficients..Beach correlation study..High fives study."
151,"The biology of behavior","Introducing Matt Sputnik and genetics..Timeline of humans and human evolution..Genetic code and dominance complexity."
151,"Sensation and Perception","Weight difference threshold..Mechanoreceptors and the Golden brain ceremony..Nearsightedness and the eye and the Odins eye theory."
151,"Psychological development","Nature vs nurture..Developmental stages and domains..Prenatal exposure."
151,"Consciousness","Coma and consciousness, and attention..Meditation..The function of sleep, sleep apnea and Insomnia."
151,"Depressants, Hallucinogens and Opioids","Barbituates and benzodiazapines, alcohol and other depressants..Heroin and other opioids, cannabis, marijuana effects..Psilocybin for terminal illness, MDMA for PTSD."
151,"Memory","H.M. or Henry Molaison, removal of the hippocampi..Sensory memory, central executive..Introduction to long-term memory."
151,"And much more...","Language, intelligence, motivation and emotion..Stress and health, personality..Social behavior, psychological disorders."
152,"Welcome","Welcome messages from Dr. David Joyner and Eboni Bell"
152,"Oscar & Registration","Accessing Oscar, Time Tickets & holds, Classing (finding, adding, dropping) waitlists, and grades"
152,"T-square","Accessing T-square, settings and tools, assessments (assignments, quizzes and tests) and grade book, and links (Piazza and Udacity)"
152,"Udacity","Accessing course materials, courses, form exercises, and programming exercises"
152,"Piazza","Getting started, profile, reading lists and topics, navigation, and posting"
152,"Other tools","Passport, ProctorTrack, Google+, Peer Feedback, Webex, and other resources"
152,"Tips","Courses, community, and welcome!"
154,"Objective-C and Swift, Compare and Contrast","Learn the distinguishing language features of Objective-C..Compare and contrast Objective-C and Swift language features..Practice answering interview questions about language features."
154,"Writing Classes","Familiarize yourself with Objective-C syntax..Write some classes and properties from scratch..Build a simple Objective-C program with classes."
154,"Adding Functionality to a Class: Methods and Messages","Master how to write and call methods in Objective-C..Learn basic control flow syntax..Build a functioning rock, paper, scissors game."
154,"Migrate an App from Objective-C to Swift: Part I","Learn how to write custom classes..Incorporate third party frameworks and extensions..Begin porting an existing Objective-C project into Swift."
154,"Migrate an App from Objective-C to Swift: Part II","Persist data with NSCoder and NSKeyedArchiver..Implement navigation with a collection view..Finish porting an existing Objective-C project into Swift."
154,"Common Interoperability Challenges","Facilitate communication between the languages of iOS..Add functionality to a mixed language project..Complete a set of coding challenges to sharpen interop skills."
155,"Lesson 1:","Use your knowledge of web fundamentals and request/response cycle to run your first Sinatra application."
155,"Lesson 2:","Create your own Sinatra application and define your first custom Sinatra route handlers."
155,"Lesson 3:","Create a Sinatra app that responds with HTML content. Define dynamic templates using the templating language ERB."
156,"The MVC Design Pattern with Ruby","Learn about the challenges of developing a website with disorganized code..Learn about how design patterns like MVC..Use your knowledge to organize the code using the MVC design pattern."
157,"Deployment in a Flash","Deploy your very first web application with Heroku..Learn the basics of deployment..See how to make your application public on the internet."
157,"Common Functionality","Learn the underlying mechanics of how web servers work..Identify common challenges when working with a deployed application..Set up a database, read logs, and activate a permanent file upload feature."
158,"Time Series Fundamentals","Learn what attributes make data a time series..Get introduced to a variety of simple forecasting methods..Learn about seasonality, trends, and cyclical patterns."
158,"ETS Models","Learn how to build and use ETS models..Use decomposition plots to visualize time series data..Get practice building an ETS model in Alteryx."
158,"ARIMA Models","Learn how to build and use ARIMA models..Learn the techniques used in seasonal and non-seasonal ARIMAs..Get practice building an ARIMA model in Alteryx."
158,"Analyzing and Visualizing Results","Learn how to interpret time series model results..Learn how to use holdout samples to compare forecasting models..Visualize your forecasts through various plots."
159,"A/B Testing Fundamentals","Learn how to select control and treatment units and variables for A/B tests..Select the correct experiment design for an A/B test."
159,"Randomized Design Tests","Learn how to select the unit of diversion and duration for a randomized test..Select variables for a randomized experiment..Be able to interpret randomized design experiment results."
159,"Matched Pair Design Tests","Learn how to match control units to treatment units..Determine the duration of the test..Interpret matched pair design experiment results."
159,"Matched Pair Practice","Go through an end to end example of a matched pair A/B test..Get step by step instruction to set up and analyze the test..Use trends to match target and control units."
160,"Segmentation and Clustering Fundamentals","Learn the difference between standardization and localization..Learn about the concept of distance in clustering models..Get introduced to how segmentation is used in business."
160,"Data Preparation for Clustering Models","Learn how to select data for clustering models..Learn what data types can be used in clustering models..Scale and transform data for clustering models."
160,"Variable Reduction","Learn the difference between factor analysis and principle components analysis..Learn to use principal components analysis to reduce the number of variables in a model."
160,"Clustering models design","Learn the difference between k-centroid and hierarchical clustering models..Be able to select the number of clusters for a k-centroid model..Validate your clusters in Alteryx."
160,"Lesson 5 – Building a Clustering Model","Build a k-centroid clustering model to segment retail stores..Learn how to visualize and validate your clusters..Be able to interpret the results and communicate the “story” of the analysis."
161,"Data Visualization Fundamentals","Learn why visualization is so important in analytics..Learn about exploratory versus explanatory visualizations..Get introduced to data types and ways to encode data."
161,"Design Principles","Use chart type, color, size, and shape to get the most out of data visualizations..Learn about the importance of limiting the amount of data presented in an analysis..Learn to use data with integrity."
161,"Creating Visualizations with Tableau","Do basic functions in Tableau, like inputting data and building charts..Learn to use colors, shapes, and other tools to dig deep into data..Learn to use calculations to create new data columns."
161,"Telling Stories with Tableau","Build Tableau dashboards..Create visualizations to tell stories with data."
164,"Making an App Interactive","Harness the power of Java to create an interactive coffee ordering app!.Start by writing simple Java code statements that add interactivity to your app..Use a fundamental concept in programming, a variable, to keep track of all the coffee drinks ordered."
164,"Work with the Android Framework and Control Flow","Take a deeper dive into the Android Framework and build the Just Java coffee ordering app!.See in more detail how Android works behind the scenes and take your first steps towards learning Object Oriented Programming..Add the ability to add toppings to your coffee, and show a detailed order summary when the customer purchases a coffee."
165,"Saturday","Why Choose Firebase.Creating a Firebase Project.Reading and Writing using Firebase Realtime Database and Authentication"
165,"Sunday Funday","Storing Data.Leveraging Analytics to Improve User Engagement.Notifications and Remote Config"
166,"Saturday","Why Choose Firebase.Creating a Firebase Project.Reading and Writing using Firebase Realtime Database and Authentication"
166,"Sunday Funday","Storing Data, Notifications, Remote Config.Leveraging Analytics to Improve User Engagement.Notifications and Remote Config"
